State,District,Average Household Income (INR/year),Government Subsidy (INR),Competitor Price (INR),Battery Cost (INR),Battery Lifespan (years),Charging Infrastructure (Stations per 100 sq km),Electricity Cost (INR/kWh),Scooter Range (km per charge),Max Speed (km/h),"Loan Availability (1 = Yes, 0 = No)",Rural Road Quality (1-5 scale),Fuel Price (INR/liter)
Himachal Pradesh,Kullu,124615.4,10000.0,86914.0,18840,7,0,6.57,85,73,0,5,104.11
Uttar Pradesh,,141470.37,20000.0,57260.0,36758,7,0,4.7,116,67,1,1,100.77
Uttar Pradesh,Agra,170370.9,15000.0,84799.0,26572,3,1,4.93,89,54,0,5,96.69
Chhattisgarh,Durg,181971.4,15000.0,52445.0,33780,7,0,6.5,80,64,0,3,96.06
Meghalaya,Jowai,194642.03,15000.0,,37797,7,1,7.43,97,61,1,5,107.78
Madhya Pradesh,Indore,190792.68,10000.0,67451.0,18230,5,0,5.68,110,50,0,2,103.19
Gujarat,Surat,162646.36,15000.0,75152.0,28958,3,3,3.93,71,78,1,4,100.16
Uttar Pradesh,Agra,170796.13,20000.0,52356.0,16596,7,4,6.03,122,60,1,4,105.69
Punjab,Patiala,95462.31,10000.0,54084.0,18342,7,0,7.5,121,68,1,2,106.69
Mizoram,Aizawl,112448.66,,68259.0,19713,5,0,3.51,109,56,1,2,102.21
Assam,Silchar,194773.01,10000.0,,35232,3,2,3.71,87,72,1,3,98.67
Chhattisgarh,Raipur,191860.47,15000.0,68613.0,39028,4,4,5.28,115,62,1,5,99.11
Odisha,Cuttack,186189.97,10000.0,96756.0,25043,3,0,3.56,120,61,0,4,98.01
Kerala,Kochi,124279.16,20000.0,,38511,6,2,4.82,90,57,1,3,102.77
Uttarakhand,Haridwar,195524.61,20000.0,80942.0,31782,7,0,4.36,92,63,0,3,101.45
Gujarat,Vadodara,91937.78,15000.0,69265.0,17388,6,1,5.89,91,57,0,2,101.48
West Bengal,Siliguri,203867.99,20000.0,54122.0,34048,6,0,4.37,89,66,1,1,102.99
Himachal Pradesh,Shimla,136956.46,10000.0,74938.0,37103,4,0,4.69,109,70,1,2,104.03
West Bengal,Durgapur,234208.52,10000.0,102109.0,19102,7,0,7.25,119,68,1,3,97.52
Goa,Panaji,73927.9,15000.0,78365.0,19664,3,2,6.11,115,53,0,4,100.74
Uttar Pradesh,Agra,238170.2,20000.0,91697.0,32110,5,1,6.61,109,56,0,1,95.25
Mizoram,Lunglei,131926.78,15000.0,93590.0,33751,7,1,5.64,85,69,0,1,107.16
Meghalaya,Jowai,131026.04,15000.0,83393.0,15536,6,0,3.93,99,72,1,5,98.16
Tamil Nadu,Tiruchirapalli,159741.94,15000.0,78304.0,20575,6,1,5.27,124,60,1,3,109.54
Assam,Guwahati,115146.05,15000.0,60184.0,36921,7,4,4.35,130,62,0,2,108.12
Rajasthan,Jodhpur,146383.55,10000.0,71873.0,19578,4,0,4.55,80,61,1,5,104.67
Uttar Pradesh,Agra,113118.69,15000.0,69586.0,24301,3,2,6.87,102,69,1,4,98.68
Bihar,Muzaffarpur,114946.82,15000.0,79949.0,29838,5,0,7.08,143,57,0,4,95.04
Jharkhand,Ranchi,174344.3,15000.0,53789.0,37427,4,0,4.4,92,69,1,3,101.96
Chhattisgarh,Bilaspur,104921.73,10000.0,,21906,3,1,5.27,108,67,1,1,102.65
Rajasthan,Udaipur,111590.29,10000.0,81060.0,20156,7,1,7.38,134,62,1,5,106.08
Sikkim,Gangtok,,15000.0,64468.0,23477,4,0,5.95,115,67,1,4,95.45
Jharkhand,Dhanbad,124803.47,10000.0,61265.0,31890,5,3,6.73,115,65,1,2,102.73
Kerala,Kochi,215580.1,20000.0,63128.0,32009,3,2,5.66,91,59,1,3,106.34
Jharkhand,Bokaro,107703.32,10000.0,70913.0,23088,7,0,5.45,93,58,0,2,101.5
Madhya Pradesh,Bhopal,113418.34,10000.0,39289.0,34186,3,0,6.4,71,67,1,1,101.87
Karnataka,Hubli,159696.1,15000.0,63807.0,16211,5,0,4.78,123,64,0,2,107.17
Sikkim,Gangtok,,,89291.0,39705,7,0,6.07,99,67,1,5,101.96
Meghalaya,,261407.72,15000.0,79858.0,21043,6,1,5.57,93,59,1,3,104.68
Haryana,Panipat,141873.6,15000.0,81300.0,38254,6,2,6.41,113,67,1,4,106.53
Haryana,Gurgaon,166760.92,10000.0,47584.0,35325,4,1,4.05,104,66,0,5,107.92
Uttarakhand,Almora,197188.44,15000.0,68787.0,15535,7,1,6.2,77,79,0,3,105.76
Tripura,Udaipur,196228.89,10000.0,73261.0,38800,7,0,6.05,95,53,1,4,96.96
Haryana,Ambala,161664.38,15000.0,,39802,4,3,7.11,130,66,1,2,105.85
Madhya Pradesh,Indore,141943.63,15000.0,91662.0,24927,3,2,5.0,92,68,0,4,95.54
Uttarakhand,Dehradun,251201.43,10000.0,89320.0,23849,4,2,6.92,93,78,1,1,106.23
Arunachal Pradesh,Itanagar,145011.99,10000.0,66219.0,33755,7,0,3.64,65,72,1,4,100.27
Kerala,Kochi,127915.49,15000.0,,38385,6,1,4.63,102,77,0,4,98.77
Jharkhand,Dhanbad,117707.55,15000.0,96180.0,23247,3,3,3.87,103,55,0,3,108.8
Kerala,Kochi,63659.84,20000.0,69598.0,37076,7,0,4.5,123,71,1,3,108.83
Karnataka,Mangalore,191080.79,10000.0,58761.0,25790,5,4,4.85,109,77,1,5,99.24
Manipur,Churachandpur,50000.0,15000.0,71893.0,38507,6,0,5.98,98,57,0,5,103.19
Meghalaya,Tura,,10000.0,95240.0,23465,6,2,3.76,120,63,1,3,100.51
Mizoram,,139756.97,10000.0,61426.0,16120,4,1,4.34,105,74,1,5,96.94
Uttar Pradesh,,261998.26,20000.0,,21801,7,0,6.41,102,60,0,3,100.81
Arunachal Pradesh,Tawang,58417.44,20000.0,62047.0,20217,7,1,6.25,131,69,1,4,105.43
Nagaland,Dimapur,104944.84,15000.0,89345.0,38294,4,0,5.81,103,63,0,1,96.64
Kerala,Thiruvananthapuram,143195.18,15000.0,79317.0,28522,7,0,6.32,99,75,1,2,99.39
Odisha,,140123.53,15000.0,88888.0,16577,7,2,6.39,107,65,1,5,96.88
Uttar Pradesh,Lucknow,122522.77,20000.0,98475.0,25516,6,3,4.34,88,60,1,1,96.51
Tamil Nadu,Madurai,145950.6,20000.0,52318.0,22110,3,1,5.63,138,71,1,4,96.11
Nagaland,Kohima,87021.86,15000.0,63612.0,28755,5,0,6.37,84,55,1,4,101.18
Mizoram,Aizawl,167859.64,15000.0,68497.0,37157,5,1,6.18,130,58,1,5,105.15
Goa,Mapusa,50000.0,15000.0,76032.0,38328,3,2,5.38,114,60,0,2,101.59
Tripura,Udaipur,148711.53,15000.0,82588.0,26139,5,0,5.22,109,59,1,1,98.93
Manipur,Thoubal,119982.17,20000.0,67628.0,18201,3,2,4.52,106,56,0,3,106.06
Assam,Silchar,200814.4,10000.0,64620.0,35775,7,1,5.04,108,73,1,5,99.84
Goa,Panaji,237765.55,10000.0,,29910,4,0,6.15,127,59,1,5,95.79
Assam,,133447.39,20000.0,83191.0,23301,7,0,5.09,97,65,1,2,95.65
Andhra Pradesh,Visakhapatnam,219536.3,20000.0,79738.0,22345,4,2,5.79,130,57,0,4,108.01
Madhya Pradesh,Gwalior,134194.19,15000.0,42813.0,22561,3,0,7.28,86,69,1,1,95.63
West Bengal,Kolkata,101693.67,10000.0,93100.0,24878,7,0,3.69,81,64,0,5,98.87
Rajasthan,Jodhpur,237295.18,15000.0,,31932,3,0,6.52,135,65,1,1,100.05
Uttar Pradesh,Agra,,15000.0,72570.0,24799,6,0,6.41,88,59,1,5,99.99
Maharashtra,,150221.93,15000.0,62710.0,25377,3,1,5.52,90,67,1,5,107.47
Madhya Pradesh,Jabalpur,184358.87,10000.0,65506.0,18360,7,0,4.09,93,72,1,1,101.03
Uttarakhand,Almora,163710.75,15000.0,61636.0,25768,4,1,4.93,117,53,1,1,106.41
Bihar,Gaya,146539.03,10000.0,45036.0,24074,6,1,4.74,92,76,0,3,96.24
Gujarat,Rajkot,83678.26,15000.0,62737.0,35759,7,1,6.35,107,58,0,3,106.99
Sikkim,Namchi,,15000.0,51014.0,29577,7,2,5.51,53,49,0,1,101.29
Jharkhand,,181162.77,15000.0,74092.0,21685,7,1,4.9,70,71,1,1,100.63
Gujarat,Surat,143861.43,10000.0,57738.0,16600,6,2,6.07,86,59,1,4,102.33
Rajasthan,Udaipur,,10000.0,85949.0,34837,7,2,4.53,87,47,1,4,102.34
Manipur,Imphal,169182.75,15000.0,50035.0,25320,4,4,6.07,38,63,0,1,109.21
Manipur,Churachandpur,106093.18,15000.0,92921.0,19108,7,1,7.4,93,63,1,4,102.35
Bihar,Gaya,84041.4,15000.0,87549.0,29008,5,0,4.33,97,55,1,5,97.37
Tamil Nadu,Tiruchirapalli,142141.08,10000.0,59006.0,15443,3,1,3.89,129,65,0,3,96.29
Tamil Nadu,,,15000.0,73585.0,39713,5,0,7.22,95,72,1,2,103.34
Goa,Vasco da Gama,,15000.0,,36696,4,0,4.94,58,62,1,5,107.73
Telangana,,114093.12,15000.0,83678.0,30699,4,1,6.16,104,89,1,2,99.74
Punjab,,,15000.0,101997.0,17438,3,1,4.89,110,58,1,3,107.38
Uttar Pradesh,Agra,202653.49,25000.0,,35411,4,1,6.82,84,69,1,5,99.78
Chhattisgarh,Bilaspur,157410.15,15000.0,64684.0,27244,4,4,5.46,137,60,1,1,103.21
Punjab,Patiala,114863.65,,76719.0,30897,7,2,4.75,126,69,1,3,107.2
Kerala,Thiruvananthapuram,150882.09,15000.0,97833.0,28940,3,1,6.77,85,66,0,5,100.68
Andhra Pradesh,Nellore,218945.56,20000.0,82864.0,35934,5,3,4.54,132,71,1,1,99.98
West Bengal,Howrah,164689.33,10000.0,90151.0,29645,7,3,6.4,123,50,1,3,96.14
Haryana,Ambala,179647.54,15000.0,84768.0,28868,7,2,4.81,88,74,1,3,108.88
Andhra Pradesh,Vijayawada,112388.27,15000.0,76143.0,31871,5,1,5.29,103,67,0,1,109.79
Chhattisgarh,Raipur,201320.97,15000.0,73958.0,15367,4,2,6.01,55,57,1,5,103.86
Sikkim,Mangan,265905.11,15000.0,56836.0,26961,6,2,6.12,105,70,1,1,107.27
Goa,Vasco da Gama,110426.62,10000.0,63512.0,16192,6,1,5.37,107,55,0,1,104.32
Rajasthan,Kota,90905.3,20000.0,61472.0,35652,4,1,4.08,126,96,0,1,99.85
Assam,Jorhat,158777.11,15000.0,69729.0,16242,7,2,6.51,103,58,1,4,99.97
Manipur,Bishnupur,193775.25,20000.0,76493.0,38969,5,1,7.04,99,65,1,2,105.62
Chhattisgarh,Korba,145430.52,10000.0,73380.0,38865,6,1,7.17,115,57,1,5,105.21
West Bengal,Kolkata,97339.68,15000.0,78237.0,16614,7,3,3.89,106,67,1,2,109.8
Telangana,Warangal,144570.79,15000.0,84963.0,20331,6,1,6.37,103,69,1,4,95.58
Maharashtra,Pune,179904.61,15000.0,68766.0,15237,5,0,4.33,105,66,0,3,106.1
Nagaland,Dimapur,129648.41,15000.0,86069.0,35057,7,0,3.91,94,62,1,4,103.3
Meghalaya,Tura,180362.75,10000.0,92072.0,34344,3,2,3.78,46,85,1,4,107.26
Goa,Margao,208235.54,10000.0,81227.0,32724,7,2,3.52,107,76,1,1,95.22
Tripura,Agartala,162011.53,15000.0,66832.0,21775,3,1,7.19,78,77,1,2,105.89
Telangana,Karimnagar,,15000.0,89200.0,21154,4,0,5.92,70,79,1,1,98.38
Maharashtra,,191467.2,10000.0,82239.0,29538,5,3,5.91,101,66,1,5,102.71
Uttarakhand,Almora,107194.96,15000.0,84282.0,19611,6,0,6.75,98,63,1,2,105.64
Telangana,,102264.51,15000.0,98027.0,24048,4,0,6.95,93,72,1,5,107.09
Haryana,Faridabad,,15000.0,85641.0,18811,4,1,3.52,124,67,0,3,106.05
Gujarat,Vadodara,125406.03,10000.0,98614.0,37708,7,2,6.52,151,66,1,2,107.15
Haryana,Ambala,109832.9,15000.0,72772.0,21574,7,1,5.06,69,66,0,2,95.11
Madhya Pradesh,Jabalpur,241523.42,15000.0,68528.0,32118,3,0,4.81,103,69,1,4,101.23
Goa,Panaji,258599.66,15000.0,92233.0,30917,3,3,6.48,103,63,1,5,95.97
Nagaland,Dimapur,132314.75,20000.0,60213.0,35892,4,0,5.22,114,58,0,2,104.6
Arunachal Pradesh,Tawang,154585.95,15000.0,103326.0,38070,4,0,7.44,111,70,1,4,98.67
Haryana,Ambala,140607.86,15000.0,94528.0,29895,7,2,6.87,116,58,0,1,95.2
Karnataka,Bangalore,205374.96,10000.0,76314.0,26200,7,4,4.27,111,67,1,2,95.67
Andhra Pradesh,Visakhapatnam,215282.28,15000.0,93019.0,33179,6,0,5.55,155,47,0,4,97.45
Sikkim,Gangtok,61136.81,10000.0,84934.0,16960,5,3,6.32,138,65,1,1,100.7
Goa,Margao,173800.54,20000.0,55649.0,15661,6,0,4.83,60,73,1,3,103.53
Meghalaya,Nongstoin,84658.93,20000.0,62755.0,27658,5,2,4.17,91,63,0,4,103.19
Uttarakhand,,237913.61,15000.0,79286.0,31839,4,0,5.26,74,63,1,5,107.22
Punjab,Amritsar,172012.4,10000.0,77393.0,15024,7,0,4.0,133,50,1,1,100.05
Kerala,Thrissur,108832.52,10000.0,94621.0,16017,6,0,4.44,107,74,0,1,98.67
Karnataka,,137933.93,20000.0,79530.0,24603,5,2,6.38,108,85,1,4,106.47
Uttarakhand,Dehradun,,20000.0,55969.0,26244,3,1,5.12,107,53,1,4,101.32
Jharkhand,Jamshedpur,176255.65,10000.0,66820.0,23500,5,1,5.26,121,60,1,5,108.87
Assam,Guwahati,202095.63,15000.0,86145.0,25418,5,2,6.02,64,58,1,1,100.41
Madhya Pradesh,Jabalpur,92589.64,10000.0,47660.0,33637,7,3,5.03,53,67,1,3,103.8
Uttarakhand,Haridwar,241937.73,10000.0,53829.0,15004,6,1,5.28,117,63,1,2,106.37
Assam,Dibrugarh,,10000.0,69410.0,34761,4,2,6.52,94,81,1,5,104.21
Manipur,Imphal,106233.82,15000.0,88900.0,23506,6,0,5.6,95,70,0,1,109.87
Meghalaya,Tura,153640.09,10000.0,,15916,4,1,6.84,80,69,0,5,100.34
Madhya Pradesh,Bhopal,235540.43,10000.0,81913.0,34278,3,2,6.14,72,67,1,4,95.99
Mizoram,Aizawl,211645.93,10000.0,75072.0,33070,7,1,5.35,117,55,1,2,100.82
Assam,Dibrugarh,133162.85,15000.0,72887.0,33000,5,0,7.15,86,45,1,2,97.1
Punjab,,190716.99,15000.0,65193.0,29466,6,2,5.17,87,57,1,5,96.5
Karnataka,Mangalore,299859.91,10000.0,87597.0,35471,6,0,7.33,83,54,0,3,107.23
Uttarakhand,Almora,155258.0,20000.0,56185.0,17353,4,3,7.04,63,67,1,3,99.96
Rajasthan,Kota,118367.59,10000.0,71495.0,39885,6,0,4.74,100,55,1,5,99.51
Odisha,Cuttack,158620.99,15000.0,92191.0,38642,5,1,3.59,104,38,0,2,98.06
Sikkim,,162327.6,10000.0,63536.0,27175,4,0,4.63,116,55,1,4,109.66
Karnataka,Mangalore,,10000.0,51654.0,21952,5,0,5.35,88,86,1,4,97.32
West Bengal,Siliguri,172081.25,10000.0,43247.0,19617,4,0,7.09,60,78,0,4,105.59
Meghalaya,Jowai,87279.95,10000.0,84994.0,18189,5,1,4.3,118,59,1,4,97.35
Rajasthan,,116723.31,20000.0,86004.0,28754,4,0,7.33,96,80,1,1,102.5
Assam,Dibrugarh,187912.24,15000.0,69836.0,22760,7,0,7.42,63,59,0,1,103.0
Sikkim,Gyalshing,62256.46,20000.0,55934.0,28485,6,1,5.4,123,60,1,2,107.62
Goa,Vasco da Gama,195158.38,10000.0,72808.0,39013,5,2,4.09,54,67,1,1,101.87
Maharashtra,Pune,50000.0,15000.0,92671.0,24611,3,1,6.53,98,48,1,4,107.34
Telangana,Nizamabad,63433.77,10000.0,55960.0,23421,7,3,4.89,66,89,1,1,99.27
Nagaland,Dimapur,125051.06,15000.0,90872.0,21300,7,0,4.82,99,67,0,2,97.95
Mizoram,,164343.19,,49571.0,15333,5,1,3.9,86,61,1,2,108.22
Bihar,Muzaffarpur,216263.18,20000.0,57945.0,30079,5,2,7.4,88,67,1,2,98.1
Tamil Nadu,Madurai,152881.14,10000.0,76639.0,39231,3,1,7.08,80,72,1,1,106.23
Manipur,Bishnupur,,15000.0,89214.0,22120,5,0,4.68,100,65,1,3,96.41
Karnataka,Mangalore,178979.06,10000.0,97074.0,23490,3,6,3.76,149,69,0,5,99.3
Uttar Pradesh,Lucknow,106455.06,15000.0,89876.0,39070,5,1,5.44,109,59,1,2,96.87
Assam,,156970.76,10000.0,98283.0,31011,3,1,4.2,104,60,1,3,101.09
Assam,Jorhat,90027.69,10000.0,77730.0,38247,4,0,5.47,106,63,0,5,106.43
Meghalaya,Tura,154129.53,15000.0,65676.0,33444,6,0,6.6,122,62,1,5,105.34
Chhattisgarh,Bilaspur,143508.18,15000.0,92761.0,27988,6,1,5.0,110,71,1,1,98.52
Rajasthan,Kota,109786.6,15000.0,95452.0,31766,5,1,5.81,109,59,1,2,102.82
Jharkhand,Bokaro,158252.03,15000.0,88962.0,25642,5,0,5.7,57,62,0,3,101.96
Odisha,Rourkela,157927.48,10000.0,,38402,6,2,5.11,100,73,1,5,106.19
Tripura,Kailashahar,208772.7,10000.0,95879.0,33039,6,0,7.37,82,56,0,2,96.04
Bihar,Muzaffarpur,69718.33,15000.0,80129.0,29791,3,1,4.86,115,50,0,1,106.13
Odisha,Bhubaneswar,146197.55,15000.0,74692.0,27967,3,0,3.64,95,59,1,3,98.06
Karnataka,Hubli,111986.88,10000.0,85882.0,23459,4,2,6.88,121,49,0,1,104.9
Arunachal Pradesh,Pasighat,193488.1,20000.0,82163.0,39447,4,1,7.22,77,52,1,4,96.47
Jharkhand,Jamshedpur,187695.6,15000.0,88279.0,32058,3,2,5.44,122,61,1,1,106.14
Karnataka,Mangalore,175393.99,15000.0,73020.0,27627,4,1,3.83,119,62,1,3,105.56
Tripura,,,15000.0,88638.0,35443,7,1,3.86,114,70,1,4,99.04
Punjab,Amritsar,194273.53,15000.0,87864.0,37337,3,0,5.77,106,75,1,4,108.46
Meghalaya,Tura,73493.45,15000.0,78200.0,32434,4,0,3.98,121,62,1,5,102.09
Odisha,Bhubaneswar,63234.46,15000.0,63745.0,34714,4,0,4.28,105,63,0,3,104.06
Tamil Nadu,Coimbatore,86206.45,10000.0,93609.0,21036,5,3,6.62,115,55,0,1,98.99
Telangana,Hyderabad,148326.26,20000.0,56855.0,29194,5,1,4.39,106,71,1,3,102.76
Karnataka,Mangalore,183758.22,15000.0,60634.0,25803,5,3,5.04,93,56,1,2,95.62
Maharashtra,Nashik,50000.0,15000.0,77520.0,21956,6,0,4.99,134,84,0,1,98.29
Arunachal Pradesh,Tawang,216137.14,15000.0,37381.0,17848,6,3,5.26,108,54,1,3,97.15
Tamil Nadu,Chennai,156555.61,15000.0,98144.0,31163,6,0,5.18,95,57,1,4,97.96
West Bengal,Kolkata,71611.38,10000.0,75220.0,16040,3,2,5.59,123,61,1,1,96.33
Chhattisgarh,Bilaspur,155047.35,15000.0,98092.0,27915,5,2,5.62,132,62,1,2,99.55
Uttarakhand,Haridwar,204626.27,15000.0,102060.0,27180,5,0,4.4,63,63,1,4,107.4
Chhattisgarh,Bilaspur,179972.05,10000.0,72677.0,37945,3,3,4.1,106,69,1,5,103.12
Odisha,Rourkela,204953.65,10000.0,95231.0,30408,6,2,4.24,89,64,1,1,103.39
Rajasthan,Udaipur,81687.67,20000.0,,24276,4,2,4.32,148,67,1,2,101.64
Kerala,,129299.74,20000.0,81499.0,26577,7,1,6.78,133,64,1,2,105.85
Nagaland,Dimapur,103765.39,15000.0,67899.0,34439,5,1,7.22,76,67,1,2,108.65
Bihar,Bhagalpur,235879.01,15000.0,,26851,6,0,6.46,103,63,1,3,106.03
Sikkim,Namchi,181968.14,20000.0,88238.0,33577,4,1,3.67,85,60,0,2,97.99
Mizoram,Serchhip,292350.48,10000.0,72601.0,34133,5,1,5.9,47,61,1,2,96.21
Jharkhand,Jamshedpur,126619.52,15000.0,83172.0,16029,5,3,6.62,71,68,1,1,95.87
Punjab,,113766.29,15000.0,89170.0,26468,7,0,5.59,99,76,1,4,107.98
Goa,Mapusa,142858.67,15000.0,77817.0,22512,6,1,3.82,84,65,1,1,100.9
Tripura,Udaipur,218917.86,10000.0,113085.0,19527,3,1,5.55,106,61,0,5,96.27
Maharashtra,Pune,131694.02,15000.0,72942.0,21487,4,2,6.05,93,71,1,3,108.69
Karnataka,Mysore,156221.88,15000.0,99837.0,36097,4,5,5.78,104,64,1,4,100.99
Karnataka,Hubli,154834.54,20000.0,92180.0,28066,6,1,6.39,111,63,0,5,107.5
Nagaland,Tuensang,151974.84,15000.0,47101.0,16440,4,1,4.57,99,58,1,4,98.85
Uttarakhand,,117380.08,20000.0,97394.0,27820,3,1,6.29,124,71,1,2,98.68
Tamil Nadu,Tiruchirapalli,,20000.0,91109.0,25239,4,2,4.83,122,61,1,3,109.62
Sikkim,Gyalshing,,15000.0,76712.0,23678,6,2,6.35,92,53,1,1,98.6
Nagaland,Tuensang,149621.77,10000.0,80533.0,39471,3,2,5.45,147,54,1,5,108.55
Telangana,Warangal,197175.84,15000.0,82391.0,35534,7,1,6.63,89,56,1,1,101.03
Tamil Nadu,Chennai,238031.4,20000.0,95629.0,25416,6,2,5.51,82,64,1,2,98.81
Karnataka,Mangalore,107978.26,10000.0,68803.0,16771,7,0,4.65,122,65,1,2,102.26
Rajasthan,Jodhpur,130400.32,15000.0,98790.0,22027,4,1,7.46,80,72,1,4,99.48
Kerala,Thiruvananthapuram,108749.41,10000.0,58739.0,21611,3,2,4.47,103,64,1,3,95.56
Chhattisgarh,Korba,159355.08,10000.0,48597.0,26784,4,0,5.11,98,63,1,4,97.37
Tamil Nadu,Madurai,123082.53,15000.0,83902.0,24179,6,2,6.6,111,74,1,3,97.02
Himachal Pradesh,Shimla,161989.84,15000.0,93885.0,36621,7,1,5.57,97,63,1,2,102.41
Uttarakhand,,205181.35,15000.0,72306.0,20925,7,1,6.23,107,71,1,1,98.46
Tripura,Agartala,50000.0,20000.0,41036.0,18460,4,1,5.45,61,71,0,1,96.64
Himachal Pradesh,,174588.99,10000.0,52635.0,39164,6,1,5.94,94,59,1,1,95.31
Sikkim,Mangan,126990.65,10000.0,81544.0,36921,4,1,5.55,113,87,0,5,97.94
Jharkhand,Ranchi,173021.11,20000.0,74849.0,19959,5,1,7.47,109,85,0,4,106.68
Sikkim,Gyalshing,105176.53,15000.0,94264.0,19276,6,1,4.33,72,62,0,2,106.57
Odisha,Bhubaneswar,209813.05,10000.0,76093.0,25275,6,3,7.07,93,65,1,1,109.06
Andhra Pradesh,Visakhapatnam,195664.03,15000.0,63891.0,36900,3,1,5.36,102,39,1,2,104.57
Gujarat,Ahmedabad,178417.61,20000.0,79636.0,23723,5,2,3.6,64,61,1,4,99.4
Bihar,Bhagalpur,189661.29,15000.0,90234.0,27082,7,0,7.41,112,56,0,5,103.32
Andhra Pradesh,Guntur,,15000.0,95268.0,36733,4,1,6.98,96,74,0,2,100.92
Manipur,Bishnupur,,10000.0,73334.0,16234,7,1,3.79,91,56,1,2,96.58
Haryana,Gurgaon,,10000.0,76011.0,27757,6,2,5.03,109,68,1,3,97.46
Kerala,Kozhikode,,20000.0,86689.0,24999,4,0,6.95,67,83,1,4,105.68
Sikkim,,222281.75,15000.0,63770.0,25398,7,3,5.53,116,63,1,5,109.5
Sikkim,Mangan,133820.45,10000.0,86051.0,21495,4,1,7.2,106,69,1,5,105.0
Nagaland,Kohima,175094.72,15000.0,71519.0,37184,7,0,5.88,64,70,1,5,105.11
Manipur,Imphal,254962.48,15000.0,73866.0,15873,4,1,6.74,97,61,1,2,107.05
Mizoram,,114688.83,10000.0,75040.0,18118,7,0,5.3,112,55,0,5,106.8
Maharashtra,Mumbai,153438.09,15000.0,76943.0,32943,7,1,3.87,80,69,1,5,105.58
Maharashtra,,202709.16,10000.0,103706.0,23301,4,0,4.41,83,44,0,4,107.22
Nagaland,Dimapur,197563.87,15000.0,67965.0,34407,3,3,4.04,89,61,1,3,102.7
Punjab,Ludhiana,133609.23,15000.0,68737.0,19582,4,0,6.71,63,44,1,4,97.15
Nagaland,Kohima,124163.48,10000.0,96701.0,29439,7,1,7.19,92,53,0,4,106.29
Meghalaya,Shillong,138343.2,10000.0,81670.0,37232,5,3,4.42,115,56,1,4,98.37
Andhra Pradesh,Vijayawada,222392.89,20000.0,,20676,6,1,4.79,110,60,1,5,108.68
Tamil Nadu,,136044.71,15000.0,59546.0,36786,3,1,6.46,67,54,1,1,96.09
Uttarakhand,Nainital,153905.78,15000.0,,22195,4,1,5.23,74,56,1,2,97.2
Karnataka,Hubli,128660.68,10000.0,87155.0,30101,6,1,6.74,142,54,0,4,101.73
Manipur,,185277.43,15000.0,64884.0,20039,3,0,4.77,89,58,1,1,103.85
Kerala,Thrissur,157776.25,15000.0,84427.0,18586,5,1,5.61,89,62,1,1,103.27
Haryana,Panipat,99828.31,10000.0,71934.0,17859,6,3,6.84,63,61,1,1,98.68
Sikkim,Mangan,101558.79,15000.0,65318.0,38032,4,1,4.9,103,60,1,1,99.18
Punjab,Ludhiana,50069.72,15000.0,90197.0,16277,5,0,6.06,103,46,0,2,100.59
Goa,Mapusa,,15000.0,92068.0,36380,4,2,6.08,96,82,1,5,101.15
Assam,Jorhat,189697.29,10000.0,76930.0,26503,6,0,4.91,113,57,1,5,107.43
West Bengal,,216188.03,10000.0,81760.0,35720,4,3,6.47,96,43,0,3,95.68
Telangana,Warangal,184277.92,,94868.0,26398,5,1,5.61,94,59,1,1,106.96
Uttar Pradesh,Varanasi,177731.61,,69067.0,24693,5,1,5.88,100,51,1,1,108.7
Madhya Pradesh,Gwalior,143673.7,15000.0,80228.0,34928,6,0,5.06,84,48,1,5,106.54
Madhya Pradesh,Gwalior,188745.73,15000.0,69204.0,23617,6,1,3.86,131,49,1,5,108.2
Arunachal Pradesh,Pasighat,164313.91,15000.0,59723.0,25593,7,0,6.29,110,55,1,4,104.76
Chhattisgarh,Durg,240222.45,10000.0,69080.0,27654,5,1,4.87,128,53,0,4,96.91
Mizoram,Lunglei,145077.73,10000.0,58125.0,22736,7,2,5.93,98,88,1,5,105.01
Goa,Margao,217150.4,15000.0,81383.0,33516,4,2,7.13,77,77,1,1,98.47
Arunachal Pradesh,Pasighat,193705.7,15000.0,63417.0,28502,6,1,6.84,100,52,1,3,104.36
Bihar,Muzaffarpur,186772.16,15000.0,54044.0,20027,3,2,6.02,159,66,1,5,106.96
Sikkim,Gyalshing,50000.0,20000.0,86140.0,22079,4,1,4.41,109,50,0,1,97.93
Uttar Pradesh,Kanpur,196459.48,20000.0,85165.0,30858,7,0,5.57,108,59,1,2,108.11
Karnataka,Mysore,143624.6,20000.0,70046.0,17068,5,2,5.0,95,63,0,2,108.9
Haryana,Panipat,,20000.0,85548.0,35148,6,0,5.86,101,62,1,5,95.8
Kerala,Thrissur,,20000.0,62908.0,27943,6,2,6.43,74,50,0,1,104.77
Haryana,Gurgaon,149720.64,15000.0,69415.0,33093,4,2,6.41,71,80,0,5,103.28
Karnataka,Mangalore,151677.58,10000.0,81109.0,27779,4,1,3.73,92,67,0,5,95.99
Sikkim,Gangtok,84849.9,15000.0,90507.0,16160,6,1,4.99,71,72,1,2,104.29
Punjab,Amritsar,76335.99,15000.0,69263.0,31406,7,0,5.06,111,69,0,4,101.77
Haryana,Gurgaon,174330.97,15000.0,,26301,5,1,4.25,85,63,0,3,95.59
Haryana,Ambala,193585.26,20000.0,89737.0,18233,6,2,5.45,100,63,1,4,105.94
